max_eps,xi,silhouette,n_clusters,maxAMI,meanAMI,noise_population
0.2710526315789473,0.16250000000000003,-0.09354401789049159,9,0.050557101841279366,0.02765445365554421,0.4066068515497553
0.28421052631578947,0.16250000000000003,-0.06632219761762079,6,0.06048389217993983,0.02856720787059583,0.3438009787928222
0.2973684210526316,0.16250000000000003,-0.0798298474786408,4,0.04786655214589838,0.023884351272042928,0.2928221859706362
0.31052631578947365,0.16250000000000003,0.04493573587518067,2,0.043343703131623015,0.01930430414270205,0.24592169657422513
0.3236842105263158,0.16250000000000003,0.7341150624240843,2,0.008350102046015547,0.003079883056208764,0.9951060358890701
0.3368421052631579,0.16250000000000003,0,1,0.0034381368605239534,0.001102966021545017,0.9979608482871125
0.35,0.16250000000000003,0,1,0.0034381368605239534,0.001102966021545017,0.9979608482871125
0.1,0.2,0,0,0.0,0.0,1.0
0.11315789473684211,0.2,0,0,0.0,0.0,1.0
0.12631578947368421,0.2,0,0,0.0,0.0,1.0
0.1394736842105263,0.2,0,0,0.0,0.0,1.0
0.15263157894736842,0.2,0,0,0.0,0.0,1.0
0.16578947368421054,0.2,0.7185442066998555,2,0.009487490521509389,0.003959681614503214,0.9946982055464927
0.17894736842105263,0.2,0.5342388817256832,9,0.041877592694876196,0.015190308954800707,0.9714518760195758
0.19210526315789472,0.2,0.31598816008453445,12,0.09228520810852872,0.033520103458357334,0.933931484502447
0.20526315789473684,0.2,0.26437785484288945,14,0.13827972884632114,0.05299025929990646,0.866231647634584
0.21842105263157896,0.2,0.16105511886455176,20,0.17626671454822948,0.06632668685443499,0.7850734094616639
0.23157894736842105,0.2,-0.005275964084754249,15,0.21627684571267994,0.06341946909191805,0.6818923327895595
0.24473684210526317,0.2,-0.01610513824308969,12,0.18090456634111676,0.06107421978261547,0.5750407830342578
0.2578947368421053,0.2,-0.1557037459629931,13,0.05129661480750576,0.028313977604319987,0.4857259380097879
0.2710526315789473,0.2,-0.09354401789049159,9,0.050557101841279366,0.02765445365554421,0.4066068515497553
0.28421052631578947,0.2,-0.06632219761762079,6,0.06048389217993983,0.02856720787059583,0.3438009787928222
0.2973684210526316,0.2,-0.0798298474786408,4,0.04786655214589838,0.023884351272042928,0.2928221859706362
0.31052631578947365,0.2,0.04493573587518067,2,0.043343703131623015,0.01930430414270205,0.24592169657422513
0.3236842105263158,0.2,0.16490000291959006,2,0.043421262645385546,0.019207835250495863,0.1969820554649266
0.3368421052631579,0.2,0,1,0.04054060014155496,0.017321512579823506,0.16639477977161501
0.35,0.2,0,1,0.040501005197902916,0.015515092538532844,0.1370309951060359
